n,Treatment,treatment_label,gender,age,study,DictatorCharity,giveC,min_ug,Favor_intentions,Favor_revenge,Favor_return,Punish_Self,Punish_Others,Gift,Give_Charity,Donation_Good_Cause,Wage,Effort,Acceptance
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,30,0.0,0.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,35,0.0,0.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,40,0.0,0.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,45,0.0,0.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,50,0.0,0.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,55,5.0,1.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,60,6.0,1.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,65,9.0,1.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,75,7.0,1.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,85,8.0,1.0
65,S,Prosocial,1,24,3,0,0.0,10.0,0,0,10,2,4,4,2,0,95,10.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,1,2.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,3,2.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,5,4.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,10,7.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,15,9.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,20,7.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,25,9.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,30,9.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,35,10.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,40,10.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,45,10.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,50,10.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,55,10.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,60,10.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,65,10.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,75,10.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,85,10.0,1.0
66,S,Prosocial,1,28,3,10,10.0,80.0,5,5,5,5,5,5,5,200,95,10.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,1,0.0,0.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,3,0.0,0.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,5,0.0,0.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,10,2.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,15,2.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,20,3.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,25,3.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,30,4.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,35,4.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,40,5.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,45,5.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,50,6.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,55,6.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,60,7.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,65,7.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,75,8.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,85,8.0,1.0
67,S,Prosocial,0,19,1,0,0.0,10.0,2,5,10,9,8,0,7,0,95,8.0,1.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,1,0.0,0.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,3,0.0,0.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,5,0.0,0.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,10,0.0,0.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,15,0.0,0.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,20,0.0,0.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,25,4.0,1.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,30,3.0,1.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,35,6.0,1.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,40,7.0,1.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,45,7.0,1.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,50,7.0,1.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,55,8.0,1.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,60,10.0,1.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,65,10.0,1.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,75,10.0,1.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,85,10.0,1.0
68,P,GE,1,24,3,20,20.0,40.0,3,0,10,0,6,2,8,0,95,10.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,1,0.0,0.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,3,0.0,0.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,5,0.0,0.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,10,1.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,15,1.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,20,2.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,25,2.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,30,3.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,35,3.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,40,4.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,45,5.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,50,5.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,55,6.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,60,7.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,65,8.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,75,9.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,85,10.0,1.0
69,P,GE,0,25,3,30,30.0,10.0,0,1,9,1,7,5,5,0,95,10.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,1,0.0,0.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,3,0.0,0.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,5,1.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,10,4.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,15,5.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,20,6.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,25,6.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,30,7.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,35,6.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,40,7.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,45,8.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,50,9.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,55,10.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,60,10.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,65,10.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,75,10.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,85,10.0,1.0
70,P,GE,1,23,3,30,30.0,40.0,6,9,9,2,9,6,7,300,95,10.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,1,7.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,3,7.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,5,7.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,10,7.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,15,7.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,20,8.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,25,8.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,30,8.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,35,10.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,40,10.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,45,10.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,50,10.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,55,10.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,60,10.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,65,10.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,75,10.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,85,10.0,1.0
71,S,Prosocial,0,22,2,20,20.0,10.0,4,3,9,4,6,3,7,100,95,10.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,1,1.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,3,1.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,5,1.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,10,2.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,15,3.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,20,3.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,25,4.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,30,5.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,35,6.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,40,7.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,45,8.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,50,8.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,55,9.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,60,10.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,65,10.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,75,10.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,85,10.0,1.0
72,S,Prosocial,1,30,2,0,0.0,30.0,10,1,10,1,2,1,8,50,95,10.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,1,0.0,0.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,3,0.0,0.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,5,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,10,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,15,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,20,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,25,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,30,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,35,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,40,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,45,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,50,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,55,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,60,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,65,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,75,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,85,1.0,1.0
73,S,Prosocial,1,24,3,40,40.0,10.0,3,5,9,5,6,6,8,10,95,1.0,1.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,1,0.0,0.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,3,0.0,0.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,5,0.0,0.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,10,0.0,0.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,15,0.0,0.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,20,0.0,0.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,25,4.0,1.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,30,5.0,1.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,35,6.0,1.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,40,7.0,1.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,45,8.0,1.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,50,9.0,1.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,55,10.0,1.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,60,10.0,1.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,65,10.0,1.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,75,10.0,1.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,85,10.0,1.0
74,P,GE,1,27,3,0,0.0,40.0,1,1,10,5,7,4,5,50,95,10.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,1,0.0,0.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,3,0.0,0.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,5,0.0,0.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,10,2.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,15,2.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,20,3.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,25,3.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,30,4.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,35,4.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,40,6.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,45,6.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,50,7.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,55,8.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,60,8.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,65,9.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,75,9.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,85,10.0,1.0
75,P,GE,1,20,1,50,50.0,20.0,2,6,10,8,6,3,6,200,95,10.0,1.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,1,0.0,0.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,3,0.0,0.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,5,0.0,0.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,10,0.0,0.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,15,0.0,0.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,20,0.0,0.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,25,0.0,0.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,30,0.0,0.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,35,0.0,0.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,40,3.0,1.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,45,3.0,1.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,50,4.0,1.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,55,4.0,1.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,60,5.0,1.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,65,5.0,1.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,75,6.0,1.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,85,6.0,1.0
76,P,GE,1,21,3,40,40.0,40.0,2,5,10,6,7,2,6,300,95,7.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,1,0.0,0.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,3,0.0,0.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,5,0.0,0.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,10,3.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,15,4.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,20,5.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,25,5.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,30,5.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,35,5.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,40,6.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,45,6.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,50,6.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,55,6.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,60,7.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,65,7.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,75,8.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,85,8.0,1.0
77,S,Prosocial,1,19,2,50,50.0,10.0,3,1,9,2,9,2,8,300,95,9.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,1,2.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,3,3.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,5,4.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,10,4.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,15,5.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,20,6.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,25,7.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,30,8.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,35,9.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,40,10.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,45,10.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,50,10.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,55,10.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,60,10.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,65,10.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,75,10.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,85,10.0,1.0
78,S,Prosocial,1,23,3,30,30.0,30.0,7,0,10,2,2,5,10,600,95,10.0,1.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,1,0.0,0.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,3,0.0,0.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,5,0.0,0.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,10,0.0,0.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,15,0.0,0.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,20,0.0,0.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,25,5.0,1.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,30,6.0,1.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,35,7.0,1.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,40,7.0,1.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,45,7.0,1.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,50,7.0,1.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,55,7.0,1.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,60,7.0,1.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,65,7.0,1.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,75,7.0,1.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,85,7.0,1.0
79,S,Prosocial,0,25,3,10,10.0,10.0,3,4,10,0,7,1,4,25,95,8.0,1.0
80,P,GE,0,19,1,30,30.0,40.0,0,2,7,6,5,3,7,100,1,0.0,0.0
80,P,GE,0,19,1,30,30.0,40.0,0,2,7,6,5,3,7,100,3,0.0,0.0
80,P,GE,0,19,1,30,30.0,40.0,0,2,7,6,5,3,7,100,5,0.0,0.0
80,P,GE,0,19,1,30,30.0,40.0,0,2,7,6,5,3,7,100,10,0.0,0.0
80,P,GE,0,19,1,30,30.0,40.0,0,2,7,6,5,3,7,100,15,0.0,0.0
80,P,GE,0,19,1,30,30.0,40.0,0,2,7,6,5,3,7,100,20,0.0,0.0
80,P,GE,0,19,1,30,30.0,40.0,0,2,7,6,5,3,7,100,25,3.0,1.0
80,P,GE,0,19,1,30,30.0,40.0,0,2,7,6,5,3,7,100,30,4.0,1.0
80,P,GE,0,19,1,30,30.0,40.0,0,2,7,6,5,3,7,100,35,4.0,1.0
80,P,GE,0,19,1,30,30.0,40.0,0,2,7,6,5,3,7,100,40,5.0,1.0
80,P,GE,0,19,1,30,30.0,40.0,0,2,7,6,5,3,7,100,45,5.0,1.0
