n,Treatment,treatment_label,gender,age,study,DictatorCharity,giveC,min_ug,Favor_intentions,Favor_revenge,Favor_return,Punish_Self,Punish_Others,Gift,Give_Charity,Donation_Good_Cause,Wage,Effort,Acceptance
97,N,Neutral,0,21,1,0,0.0,60.0,5,5,5,7,1,2,5,50,30,1.0,1.0
97,N,Neutral,0,21,1,0,0.0,60.0,5,5,5,7,1,2,5,50,35,2.0,1.0
97,N,Neutral,0,21,1,0,0.0,60.0,5,5,5,7,1,2,5,50,40,6.0,1.0
97,N,Neutral,0,21,1,0,0.0,60.0,5,5,5,7,1,2,5,50,45,6.0,1.0
97,N,Neutral,0,21,1,0,0.0,60.0,5,5,5,7,1,2,5,50,50,8.0,1.0
97,N,Neutral,0,21,1,0,0.0,60.0,5,5,5,7,1,2,5,50,55,8.0,1.0
97,N,Neutral,0,21,1,0,0.0,60.0,5,5,5,7,1,2,5,50,60,9.0,1.0
97,N,Neutral,0,21,1,0,0.0,60.0,5,5,5,7,1,2,5,50,65,10.0,1.0
97,N,Neutral,0,21,1,0,0.0,60.0,5,5,5,7,1,2,5,50,75,10.0,1.0
97,N,Neutral,0,21,1,0,0.0,60.0,5,5,5,7,1,2,5,50,85,10.0,1.0
97,N,Neutral,0,21,1,0,0.0,60.0,5,5,5,7,1,2,5,50,95,10.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,1,0.0,0.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,3,0.0,0.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,5,0.0,0.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,10,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,15,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,20,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,25,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,30,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,35,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,40,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,45,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,50,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,55,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,60,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,65,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,75,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,85,1.0,1.0
98,N,Neutral,1,23,3,0,0.0,50.0,0,0,5,2,6,4,5,100,95,1.0,1.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,1,0.0,0.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,3,0.0,0.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,5,0.0,0.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,10,0.0,0.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,15,0.0,0.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,20,0.0,0.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,25,0.0,0.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,30,1.0,1.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,35,1.0,1.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,40,1.0,1.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,45,1.0,1.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,50,2.0,1.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,55,2.0,1.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,60,4.0,1.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,65,5.0,1.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,75,6.0,1.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,85,7.0,1.0
99,N,Neutral,1,29,3,30,26.0,20.0,1,2,10,5,3,3,2,50,95,8.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,1,2.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,3,1.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,5,2.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,10,6.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,15,3.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,20,5.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,25,4.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,30,6.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,35,6.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,40,7.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,45,8.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,50,9.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,55,10.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,60,10.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,65,10.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,75,10.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,85,10.0,1.0
100,N,Neutral,1,32,3,0,12.0,10.0,10,0,10,10,10,6,10,300,95,10.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,1,0.0,0.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,3,0.0,0.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,5,0.0,0.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,10,2.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,15,3.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,20,4.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,25,4.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,30,4.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,35,5.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,40,6.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,45,7.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,50,7.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,55,8.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,60,8.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,65,9.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,75,9.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,85,10.0,1.0
101,N,Neutral,1,45,3,20,6.0,40.0,5,0,10,3,2,2,7,100,95,10.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,1,0.0,0.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,3,0.0,0.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,5,0.0,0.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,10,2.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,15,2.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,20,3.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,25,3.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,30,6.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,35,6.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,40,7.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,45,7.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,50,8.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,55,8.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,60,9.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,65,9.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,75,10.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,85,10.0,1.0
102,N,Neutral,0,26,2,0,0.0,40.0,7,2,9,2,2,2,8,20,95,10.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,1,0.0,0.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,3,0.0,0.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,5,0.0,0.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,10,0.0,0.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,15,2.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,20,3.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,25,4.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,30,5.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,35,6.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,40,7.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,45,7.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,50,8.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,55,9.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,60,10.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,65,10.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,75,10.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,85,10.0,1.0
103,N,Neutral,0,26,3,20,20.0,10.0,8,4,8,6,8,4,7,200,95,10.0,1.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,1,0.0,0.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,3,0.0,0.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,5,0.0,0.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,10,0.0,0.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,15,0.0,0.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,20,0.0,0.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,25,0.0,0.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,30,0.0,0.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,35,0.0,0.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,40,2.0,1.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,45,3.0,1.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,50,4.0,1.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,55,5.0,1.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,60,6.0,1.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,65,7.0,1.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,75,8.0,1.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,85,9.0,1.0
104,N,Neutral,0,24,3,10,10.0,20.0,5,1,9,1,2,2,8,250,95,10.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,1,0.0,0.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,3,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,5,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,10,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,15,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,20,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,25,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,30,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,35,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,40,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,45,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,50,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,55,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,60,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,65,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,75,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,85,1.0,1.0
105,N,Neutral,1,26,3,0,0.0,10.0,8,8,0,10,5,0,0,0,95,1.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,1,0.0,0.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,3,0.0,0.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,5,0.0,0.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,10,0.0,0.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,15,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,20,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,25,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,30,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,35,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,40,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,45,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,50,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,55,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,60,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,65,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,75,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,85,5.0,1.0
106,N,Neutral,1,29,3,0,26.0,10.0,5,9,9,5,9,4,5,200,95,5.0,1.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,1,0.0,0.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,3,0.0,0.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,5,0.0,0.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,10,0.0,0.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,15,0.0,0.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,20,0.0,0.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,25,0.0,0.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,30,0.0,0.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,35,5.0,1.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,40,5.0,1.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,45,5.0,1.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,50,6.0,1.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,55,6.0,1.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,60,6.0,1.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,65,6.0,1.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,75,7.0,1.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,85,2.0,1.0
107,N,Neutral,1,21,3,0,32.0,40.0,9,0,7,0,8,6,9,50,95,1.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,1,0.0,0.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,3,0.0,0.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,5,1.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,10,1.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,15,2.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,20,2.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,25,3.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,30,3.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,35,4.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,40,5.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,45,6.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,50,7.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,55,8.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,60,9.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,65,9.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,75,10.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,85,10.0,1.0
108,N,Neutral,0,21,3,10,16.0,20.0,2,8,10,10,8,0,4,500,95,10.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,1,0.0,0.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,3,0.0,0.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,5,0.0,0.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,10,0.0,0.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,15,0.0,0.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,20,1.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,25,2.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,30,2.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,35,1.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,40,1.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,45,1.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,50,1.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,55,1.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,60,1.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,65,1.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,75,1.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,85,1.0,1.0
109,N,Neutral,1,20,3,0,12.0,50.0,7,4,9,2,5,2,7,250,95,1.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,1,0.0,0.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,3,0.0,0.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,5,0.0,0.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,10,2.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,15,2.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,20,3.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,25,4.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,30,5.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,35,6.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,40,7.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,45,8.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,50,8.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,55,8.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,60,8.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,65,9.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,75,9.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,85,10.0,1.0
110,N,Neutral,1,23,3,70,56.0,40.0,8,6,10,7,7,3,8,200,95,10.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,1,0.0,0.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,3,0.0,0.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,5,4.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,10,5.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,15,5.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,20,5.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,25,5.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,30,5.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,35,5.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,40,5.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,45,6.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,50,6.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,55,6.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,60,7.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,65,7.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,75,8.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,85,9.0,1.0
111,N,Neutral,1,28,2,30,36.0,30.0,4,1,8,2,1,2,3,100,95,10.0,1.0
112,N,Neutral,1,20,3,0,0.0,10.0,10,0,10,1,7,4,8,100,1,0.0,0.0
112,N,Neutral,1,20,3,0,0.0,10.0,10,0,10,1,7,4,8,100,3,0.0,0.0
112,N,Neutral,1,20,3,0,0.0,10.0,10,0,10,1,7,4,8,100,5,1.0,1.0
112,N,Neutral,1,20,3,0,0.0,10.0,10,0,10,1,7,4,8,100,10,2.0,1.0
112,N,Neutral,1,20,3,0,0.0,10.0,10,0,10,1,7,4,8,100,15,2.0,1.0
112,N,Neutral,1,20,3,0,0.0,10.0,10,0,10,1,7,4,8,100,20,3.0,1.0
112,N,Neutral,1,20,3,0,0.0,10.0,10,0,10,1,7,4,8,100,25,3.0,1.0
112,N,Neutral,1,20,3,0,0.0,10.0,10,0,10,1,7,4,8,100,30,3.0,1.0
112,N,Neutral,1,20,3,0,0.0,10.0,10,0,10,1,7,4,8,100,35,3.0,1.0
