"Group2","Marker","Group1","Date","Session","Treatment","subjects","Period","Subject","Group","Profit","TotalProfit","Participate","R1","Rank1","R2","Rank2","R0","Rank0","Group0","Type","TimeContinueWelcomeOK","charity","TimeOKChoiceCharityOK","TimeOKPart1OK","DictatorSelf","DictatorCharity","TimeOKUltimatumAgentOK","TimeOKPayoffInformationOK","answerPart2","TimeOKCodeToStartPart2OK","TimeOKPart2OK","answer1","answer2","answer3","answer4","TimeOKControlQuestionsOK","TimeOKGroupAssignmentOK","TimeOKPAPrincipalExpectedAcceptanceOK","TimeOKPAPrincipalEffortOK","OptimalWage","TimeOKPAAgentOK","TimeOKPAAgentEffortOK","PreferedWage","PreferedEffort","TimeOKPAAgentPreferedContractOK","TimeCONTINUEQuestionnaireOK","gender","age","study","TimeCONTINUEQuestion1SociecoOK","fair_wage","fair_effort","TimeCONTINUEQuestion2FairnessRatingsOK","Give_Charity","Punish_Self","Punish_Others","TimeCONTINUEQuestion3WillingnessToActOK","Favor_return","Favor_revenge","Favor_intentions","TimeCONTINUEQuestion4FavorOK","Gift","TimeCONTINUEQuestion5GiftOK","Donation_Good_Cause","TimeCONTINUEQuestion6DonationOK","UltimatumContractConcluded","PAContractConcluded","PAEffort","PAWage","UltimatumPayoff","PAPayoff","OptimalWagePayoff","OptimalWageBonus","NumCorrectAcceptGuesses","NumCorrectRefuseGuesses","PayoffPart1","TotalPayoff","PayoffCharityPart1","PayoffCharityPart1Euro","TotalPayoffCharity","TotalPayoffCharityEuro","TimeOKFinalPayoffCalculationOK","TimeOKFinalPayoffDisplayAgentOK","TimeOKFinalPayoffDisplayPrincipalOK","TimeTheEndTheEndOK","Ultimatum_Accept_Agent_atShare_Principal_10","Ultimatum_Accept_Agent_atShare_Principal_20","Ultimatum_Accept_Agent_atShare_Principal_30","Ultimatum_Accept_Agent_atShare_Principal_40","Ultimatum_Accept_Agent_atShare_Principal_50","Ultimatum_Accept_Agent_atShare_Principal_60","Ultimatum_Accept_Agent_atShare_Principal_70","Ultimatum_Accept_Agent_atShare_Principal_80","Ultimatum_Accept_Agent_atShare_Principal_90","PA_Accept_Agent_atWage_1","PA_Accept_Agent_atWage_3","PA_Accept_Agent_atWage_5","PA_Accept_Agent_atWage_10","PA_Accept_Agent_atWage_15","PA_Accept_Agent_atWage_20","PA_Accept_Agent_atWage_25","PA_Accept_Agent_atWage_30","PA_Accept_Agent_atWage_35","PA_Accept_Agent_atWage_40","PA_Accept_Agent_atWage_45","PA_Accept_Agent_atWage_50","PA_Accept_Agent_atWage_55","PA_Accept_Agent_atWage_60","PA_Accept_Agent_atWage_65","PA_Accept_Agent_atWage_75","PA_Accept_Agent_atWage_85","PA_Accept_Agent_atWage_95","PA_OfferedEffort_Agent_atWage_1","PA_OfferedEffort_Agent_atWage_3","PA_OfferedEffort_Agent_atWage_5","PA_OfferedEffort_Agent_atWage_10","PA_OfferedEffort_Agent_atWage_15","PA_OfferedEffort_Agent_atWage_20","PA_OfferedEffort_Agent_atWage_25","PA_OfferedEffort_Agent_atWage_30","PA_OfferedEffort_Agent_atWage_35","PA_OfferedEffort_Agent_atWage_40","PA_OfferedEffort_Agent_atWage_45","PA_OfferedEffort_Agent_atWage_50","PA_OfferedEffort_Agent_atWage_55","PA_OfferedEffort_Agent_atWage_60","PA_OfferedEffort_Agent_atWage_65","PA_OfferedEffort_Agent_atWage_75","PA_OfferedEffort_Agent_atWage_85","PA_OfferedEffort_Agent_atWage_95","Ultimatum_Offer_Principal","PA_Offer_Principal","PA_ExpectedAcceptance_Principal_atWage_1","PA_ExpectedAcceptance_Principal_atWage_3","PA_ExpectedAcceptance_Principal_atWage_5","PA_ExpectedAcceptance_Principal_atWage_10","PA_ExpectedAcceptance_Principal_atWage_15","PA_ExpectedAcceptance_Principal_atWage_20","PA_ExpectedAcceptance_Principal_atWage_25","PA_ExpectedAcceptance_Principal_atWage_30","PA_ExpectedAcceptance_Principal_atWage_35","PA_ExpectedAcceptance_Principal_atWage_40","PA_ExpectedAcceptance_Principal_atWage_45","PA_ExpectedAcceptance_Principal_atWage_50","PA_ExpectedAcceptance_Principal_atWage_55","PA_ExpectedAcceptance_Principal_atWage_60","PA_ExpectedAcceptance_Principal_atWage_65","PA_ExpectedAcceptance_Principal_atWage_75","PA_ExpectedAcceptance_Principal_atWage_85","PA_ExpectedAcceptance_Principal_atWage_95","PA_ExpectedEffort_Principal_atWage_1","PA_ExpectedEffort_Principal_atWage_3","PA_ExpectedEffort_Principal_atWage_5","PA_ExpectedEffort_Principal_atWage_10","PA_ExpectedEffort_Principal_atWage_15","PA_ExpectedEffort_Principal_atWage_20","PA_ExpectedEffort_Principal_atWage_25","PA_ExpectedEffort_Principal_atWage_30","PA_ExpectedEffort_Principal_atWage_35","PA_ExpectedEffort_Principal_atWage_40","PA_ExpectedEffort_Principal_atWage_45","PA_ExpectedEffort_Principal_atWage_50","PA_ExpectedEffort_Principal_atWage_55","PA_ExpectedEffort_Principal_atWage_60","PA_ExpectedEffort_Principal_atWage_65","PA_ExpectedEffort_Principal_atWage_75","PA_ExpectedEffort_Principal_atWage_85","PA_ExpectedEffort_Principal_atWage_95"
5,6,5,"221026_1030",6,"PAN","subjects",1,5,1,13.466,13.466,1,0.211938829,10,0.415573964,4,0.714420445,2,5,1,99999,3,0,99999,60,40,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,1,0,0,0,0,0,99999,0,21,2,99999,50,5,99999,4,9,8,99999,10,7,1,99999,4,99999,0,99999,1,0,0,25,50,102,-1,0,0,4,110,102,40,3.32,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,6,"221025_0833",1,"PAN","subjects",1,6,1,12.138,12.138,1,0.957437009,1,0.259229983,9,0.128151047,10,6,1,99999,8,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,75,0,0,0,0,0,99999,0,20,3,99999,95,9,99999,8,0,5,99999,10,0,7,99999,2,99999,0,99999,1,1,1,50,50,86,-65,0,0,2,150,86,0,0,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9
6,2,6,"221025_1023",2,"PAN","subjects",1,6,1,17.45,17.45,1,0.214739178,7,0.608182271,4,0.96514482,2,6,1,99999,9,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,35,0,0,0,0,0,99999,1,31,3,99999,35,5,99999,4,0,5,99999,6,0,1,99999,1,99999,0,99999,1,1,3,35,50,174,-5,0,2,6,150,150,0,0,0,0,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,35,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5
6,3,6,"221025_1237",3,"PAN","subjects",1,6,1,13.549,13.549,1,0.58365933,8,0.14818918,10,0.509332584,9,6,1,99999,1,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,25,0,0,0,0,0,99999,1,22,2,99999,95,10,99999,8,2,6,99999,10,0,7,99999,1,99999,0,99999,1,0,0,20,70,103,-25,0,0,6,150,103,20,1.66,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,20,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1
6,4,6,"221025_1434",4,"PAN","subjects",1,6,1,13.4245,13.4245,1,0.723556931,5,0.843443134,2,0.755559145,1,6,1,99999,1,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,25,0,0,0,0,0,99999,0,19,2,99999,30,7,99999,8,1,4,99999,9,1,5,99999,2,99999,100,99999,0,1,1,35,0,101.5,-15,0,0,3,80,101.5,20,1.66,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,35,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,3,5,6,7,7,8,8,9,9,10,10
6,5,6,"221026_0839",5,"PAN","subjects",1,6,1,31.3525,31.3525,1,0.874537108,0,0.151893529,6,0.082997229,4,6,1,99999,7,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,50,0,0,0,0,0,99999,1,23,3,99999,95,6,99999,7,3,9,99999,10,0,4,99999,6,99999,150,99999,1,1,8,65,50,317.5,20,0,0,5,150,317.5,0,0,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,2,2,2,2,2,3,3,3,4,4,5,5
6,6,6,"221026_1030",6,"PAN","subjects",1,6,1,13.4245,13.4245,1,0.924309606,1,0.28240207,6,0.51564329,4,6,1,99999,7,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,10,0,0,0,0,0,99999,0,19,1,99999,95,7,99999,7,1,1,99999,7,1,7,99999,6,99999,0,99999,1,0,0,15,60,101.5,-10,0,0,3,150,101.5,10,0.83,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,15,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,7,"221025_0833",1,"PAN","subjects",1,7,1,13.6735,13.6735,1,0.251668445,7,0.825285832,3,0.121691271,10,7,1,99999,6,0,99999,70,30,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,65,0,0,0,0,0,99999,0,23,2,99999,50,3,99999,8,0,8,99999,10,2,5,99999,2,99999,100,99999,1,0,0,50,50,104.5,-65,0,0,9,120,104.5,30,2.49,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,4,5,6,7,8
7,2,7,"221025_1023",2,"PAN","subjects",1,7,1,9.98,9.98,1,0.230313458,7,0.174220632,10,0.871702815,2,7,1,99999,6,0,99999,60,40,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,25,0,0,0,0,0,99999,0,25,2,99999,35,2,99999,6,2,4,99999,7,2,0,99999,3,99999,200,99999,0,0,0,20,0,105,-5,0,6,4,60,60,40,3.32,40,3.32,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,2,3,3,2,1,2,3,2,1,2,3,1,4,5
7,3,7,"221025_1237",3,"PAN","subjects",1,7,1,14.877,14.877,1,0.559162624,8,0.366706684,6,0.407335432,9,7,1,99999,1,0,99999,30,70,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,20,0,0,0,0,0,99999,1,21,3,99999,20,1,99999,6,2,0,99999,10,3,5,99999,4,99999,400,99999,1,1,1,20,50,119,-10,0,3,5,80,119,70,5.81,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,2,2,3,3,3,3,4,4,5,5
7,4,7,"221025_1434",4,"PAN","subjects",1,7,1,13.5075,13.5075,1,0.902487481,2,0.539534835,4,0.389186101,5,7,1,99999,5,0,99999,90,10,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,75,0,0,0,0,0,99999,1,28,3,99999,95,6,99999,10,0,10,99999,10,0,6,99999,5,99999,100,99999,1,0,0,35,50,102.5,-35,0,2,3,140,102.5,10,0.83,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,35,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4
7,6,7,"221026_1030",6,"PAN","subjects",1,7,1,27.9495,27.9495,1,0.426700577,7,0.900687625,0,0.405324097,5,7,1,99999,6,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,75,0,0,0,0,0,99999,1,20,1,99999,75,8,99999,5,3,7,99999,9,2,8,99999,3,99999,80,99999,1,1,7,75,50,276.5,-5,0,4,9,130,276.5,20,1.66,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,7,8,8
8,1,8,"221025_0833",1,"PAN","subjects",1,8,1,12.719,12.719,1,0.892399629,1,0.758058539,3,0.823596667,4,8,1,99999,11,0,99999,70,30,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,75,0,0,0,0,0,99999,1,25,3,99999,60,4,99999,10,1,7,99999,9,0,3,99999,1,99999,700,99999,0,1,1,45,0,93,-65,0,4,2,70,93,30,2.49,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,45,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,3,3,3,3,5,5,5,5,6,6,6
8,2,8,"221025_1023",2,"PAN","subjects",1,8,1,13.3,13.3,1,0.633779309,4,0.067966849,10,0.069704257,9,8,1,99999,5,0,99999,50,50,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,0,30,3,99999,65,4,99999,8,4,6,99999,8,2,1,99999,4,99999,50,99999,1,1,6,65,50,248.5,-15,0,0,7,100,100,50,4.15,50,4.15,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,3,4,5,6,7
8,3,8,"221025_1237",3,"PAN","subjects",1,8,1,13.383,13.383,1,0.164918949,11,0.615550511,2,0.046066753,12,8,1,99999,7,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,45,0,0,0,0,0,99999,0,28,3,99999,25,2,99999,7,6,6,99999,6,2,1,99999,4,99999,150,99999,0,0,0,25,0,101,25,0.5,0,1,80,101,20,1.66,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,25,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,2,2,2,3,3,4,5,5,6,6
8,4,8,"221025_1434",4,"PAN","subjects",1,8,1,13.549,13.549,1,0.822910599,4,0.565924073,3,0.050795303,9,8,1,99999,2,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,20,0,0,0,0,0,99999,0,36,3,99999,75,4,99999,10,2,3,99999,10,2,1,99999,4,99999,250,99999,1,0,0,20,50,103,-20,0,1,5,150,103,0,0,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1
8,6,8,"221026_1030",6,"PAN","subjects",1,8,1,13.0925,13.0925,1,0.014535899,10,0.629999747,3,0.118076724,9,8,1,99999,9,0,99999,70,30,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,1,19,2,99999,45,3,99999,8,3,2,99999,10,2,2,99999,2,99999,250,99999,0,1,1,40,0,97.5,5,0,0,5,70,97.5,30,2.49,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,40,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,2,2,2,3,3,3,3,4,4,4,3,4
9,1,9,"221025_0833",1,"PAN","subjects",1,9,1,31.9335,31.9335,1,0.806655313,3,0.953467126,0,0.704596089,4,9,1,99999,12,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,95,0,0,0,0,0,99999,0,21,3,99999,15,1,99999,4,8,8,99999,9,3,0,99999,5,99999,0,99999,0,1,9,95,0,324.5,-5,0,6,3,100,324.5,0,0,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,95,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,3,4,5,5,6,7,7,8,8,8
9,2,9,"221025_1023",2,"PAN","subjects",1,9,1,15.79,15.79,1,0.788137699,2,0.304721434,8,0.134143259,9,9,1,99999,12,0,99999,80,20,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,20,0,0,0,0,0,99999,0,27,3,99999,95,5,99999,2,2,2,99999,8,0,8,99999,4,99999,50,99999,1,1,3,40,50,168,0,0.5,0,5,130,130,20,1.66,20,1.66,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
9,3,9,"221025_1237",3,"PAN","subjects",1,9,1,15.0845,15.0845,1,0.417936052,9,0.320633511,6,0.543100306,8,9,1,99999,1,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,50,0,0,0,0,0,99999,0,28,3,99999,95,5,99999,8,8,9,99999,10,3,3,99999,3,99999,250,99999,0,1,2,50,0,121.5,-30,0,0,3,100,121.5,0,0,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,5,5,6,6,7,7
9,4,9,"221025_1434",4,"PAN","subjects",1,9,1,13.383,13.383,1,0.282897146,7,0.907172217,1,0.586753527,3,9,1,99999,5,0,99999,70,30,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,1,0,0,0,0,0,99999,1,19,3,99999,20,1,99999,9,0,4,99999,10,2,5,99999,1,99999,200,99999,1,0,0,15,60,101,-1,0,0,2,130,101,30,2.49,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,15,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,4,6,8,10,10,10,10,10,10,10,10,10,10,10,10
9,6,9,"221026_1030",6,"PAN","subjects",1,9,1,13.881,13.881,1,0.055895545,10,0.561594838,3,0.52023554,4,9,1,99999,2,0,99999,100,0,0,99999,260027,99999,99999,150,10,1,0,99999,99999,99999,99999,20,0,0,0,0,0,99999,1,28,3,99999,95,5,99999,5,5,5,99999,9,1,0,99999,5,99999,100,99999,0,0,0,20,0,107,-20,0,12,2,100,107,0,0,-1,-1,99999,0,99999,99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,20,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
