"Group2","Marker","Group1","Date","Session","Treatment","subjects","Period","Subject","Group","Profit","TotalProfit","Participate","R1","Rank1","R2","Rank2","R0","Rank0","Group0","Type","TimeContinueWelcomeOK","charity","charityPart2","TimeOKChoiceCharityOK","TimeOKPart1OK","DictatorSelf","DictatorCharity","TimeOKUltimatumAgentOK","TimeOKPayoffInformationOK","answerPart2","TimeOKCodeToStartPart2OK","TimeOKPart2OK","answer1","answer2","answer3","answer4","answer6","answer7","TimeOKControlQuestionsOK","TimeOKGroupAssignmentOK","TimeOKPAPrincipalExpectedAcceptanceOK","TimeOKPAPrincipalEffortOK","OptimalWage","TimeOKPAAgentOK","TimeOKPAAgentEffortOK","PreferedWage","PreferedEffort","TimeOKPAAgentPreferedContractOK","TimeCONTINUEQuestionnaireOK","gender","age","study","TimeCONTINUEQuestion1SociecoOK","fair_wage","fair_effort","TimeCONTINUEQuestion2FairnessRatingsOK","Give_Charity","Punish_Self","Punish_Others","TimeCONTINUEQuestion3WillingnessToActOK","Favor_return","Favor_revenge","Favor_intentions","TimeCONTINUEQuestion4FavorOK","Gift","TimeCONTINUEQuestion5GiftOK","Donation_Good_Cause","TimeCONTINUEQuestion6DonationOK","UltimatumContractConcluded","PAContractConcluded","PAEffort","PAWage","UltimatumPayoff","PAPayoff","OptimalWagePayoff","OptimalWageBonus","NumCorrectAcceptGuesses","NumCorrectRefuseGuesses","PayoffPart1","TotalPayoff","PayoffCharityPart1","PayoffCharityPart1Euro","PayoffCharityPart2","PayoffCharityPart2Euro","TotalPayoffCharity","TotalPayoffCharityEuro","TimeOKFinalPayoffCalculationOK","TimeOKFinalPayoffDisplayAgentOK","TimeOKFinalPayoffDisplayPrincipalOK","TimeTheEndTheEndOK","Ultimatum_Accept_Agent_atShare_Principal_10","Ultimatum_Accept_Agent_atShare_Principal_20","Ultimatum_Accept_Agent_atShare_Principal_30","Ultimatum_Accept_Agent_atShare_Principal_40","Ultimatum_Accept_Agent_atShare_Principal_50","Ultimatum_Accept_Agent_atShare_Principal_60","Ultimatum_Accept_Agent_atShare_Principal_70","Ultimatum_Accept_Agent_atShare_Principal_80","Ultimatum_Accept_Agent_atShare_Principal_90","PA_Accept_Agent_atWage_1","PA_Accept_Agent_atWage_3","PA_Accept_Agent_atWage_5","PA_Accept_Agent_atWage_10","PA_Accept_Agent_atWage_15","PA_Accept_Agent_atWage_20","PA_Accept_Agent_atWage_25","PA_Accept_Agent_atWage_30","PA_Accept_Agent_atWage_35","PA_Accept_Agent_atWage_40","PA_Accept_Agent_atWage_45","PA_Accept_Agent_atWage_50","PA_Accept_Agent_atWage_55","PA_Accept_Agent_atWage_60","PA_Accept_Agent_atWage_65","PA_Accept_Agent_atWage_75","PA_Accept_Agent_atWage_85","PA_Accept_Agent_atWage_95","PA_OfferedEffort_Agent_atWage_1","PA_OfferedEffort_Agent_atWage_3","PA_OfferedEffort_Agent_atWage_5","PA_OfferedEffort_Agent_atWage_10","PA_OfferedEffort_Agent_atWage_15","PA_OfferedEffort_Agent_atWage_20","PA_OfferedEffort_Agent_atWage_25","PA_OfferedEffort_Agent_atWage_30","PA_OfferedEffort_Agent_atWage_35","PA_OfferedEffort_Agent_atWage_40","PA_OfferedEffort_Agent_atWage_45","PA_OfferedEffort_Agent_atWage_50","PA_OfferedEffort_Agent_atWage_55","PA_OfferedEffort_Agent_atWage_60","PA_OfferedEffort_Agent_atWage_65","PA_OfferedEffort_Agent_atWage_75","PA_OfferedEffort_Agent_atWage_85","PA_OfferedEffort_Agent_atWage_95","Ultimatum_Offer_Principal","PA_Offer_Principal","PA_ExpectedAcceptance_Principal_atWage_1","PA_ExpectedAcceptance_Principal_atWage_3","PA_ExpectedAcceptance_Principal_atWage_5","PA_ExpectedAcceptance_Principal_atWage_10","PA_ExpectedAcceptance_Principal_atWage_15","PA_ExpectedAcceptance_Principal_atWage_20","PA_ExpectedAcceptance_Principal_atWage_25","PA_ExpectedAcceptance_Principal_atWage_30","PA_ExpectedAcceptance_Principal_atWage_35","PA_ExpectedAcceptance_Principal_atWage_40","PA_ExpectedAcceptance_Principal_atWage_45","PA_ExpectedAcceptance_Principal_atWage_50","PA_ExpectedAcceptance_Principal_atWage_55","PA_ExpectedAcceptance_Principal_atWage_60","PA_ExpectedAcceptance_Principal_atWage_65","PA_ExpectedAcceptance_Principal_atWage_75","PA_ExpectedAcceptance_Principal_atWage_85","PA_ExpectedAcceptance_Principal_atWage_95","PA_ExpectedEffort_Principal_atWage_1","PA_ExpectedEffort_Principal_atWage_3","PA_ExpectedEffort_Principal_atWage_5","PA_ExpectedEffort_Principal_atWage_10","PA_ExpectedEffort_Principal_atWage_15","PA_ExpectedEffort_Principal_atWage_20","PA_ExpectedEffort_Principal_atWage_25","PA_ExpectedEffort_Principal_atWage_30","PA_ExpectedEffort_Principal_atWage_35","PA_ExpectedEffort_Principal_atWage_40","PA_ExpectedEffort_Principal_atWage_45","PA_ExpectedEffort_Principal_atWage_50","PA_ExpectedEffort_Principal_atWage_55","PA_ExpectedEffort_Principal_atWage_60","PA_ExpectedEffort_Principal_atWage_65","PA_ExpectedEffort_Principal_atWage_75","PA_ExpectedEffort_Principal_atWage_85","PA_ExpectedEffort_Principal_atWage_95","profitmax_effort","real_profitmax_wage"
3,4,8,"160803_1122",1,"P","subjects",1,26,1,15.62,15.62,1,0.374028184,8,0.736537258,3,0.159654121,15,15,2,99999,10,NA,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,22,2,99999,40,7,99999,6,3,1,99999,10,0,2,99999,1,99999,100,99999,1,1,1,30,50,130,0,0,0,0,140,140,10,0.83,NA,NA,10,0.83,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,5,4,"160803_1241",2,"P","subjects",1,20,1,14.209,14.209,1,0.899712299,4,0.871115523,3,0.574675884,7,7,2,99999,8,NA,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,65,8,99999,99999,0,23,2,99999,60,9,99999,1,7,6,99999,8,6,1,99999,0,99999,10,99999,1,1,3,25,40,123,0,0,0,0,130,123,10,0.83,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,2,3,3,4,5,5,6,6,7,8,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,6,2,"160804_1250",3,"P","subjects",1,24,1,15.039,15.039,1,0.763338711,2,0.956381125,3,0.905392623,4,4,2,99999,3,NA,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,26,1,99999,40,7,99999,8,9,9,99999,10,6,8,99999,4,99999,50,99999,1,1,3,35,50,133,0,0,0,0,130,133,20,1.66,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,2,3,3,4,4,5,6,7,8,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,2,"160803_0949",1,"S","subjects",1,17,1,12.3,12.3,1,0.801759936,2,0.899119117,4,0.255551905,12,12,2,99999,6,6,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,0,24,3,99999,60,10,99999,2,10,7,99999,10,9,5,99999,4,99999,100,99999,0,0,0,5,0,105,0,0,0,0,100,100,0,0,0,0,0,0,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,6,6,7,8,9,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,10,"160804_0951",2,"S","subjects",1,29,1,15.122,15.122,1,0.531987923,10,0.752853977,4,0.825557709,3,3,2,99999,1,1,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,0,24,3,99999,40,7,99999,3,5,5,99999,8,2,3,99999,2,99999,300,99999,1,1,5,40,50,134,0,0,0,0,150,134,0,0,125,10.375,125,10.375,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,2,3,4,5,5,6,6,7,8,8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,14,"160804_1119",3,"S","subjects",1,22,1,11.47,11.47,1,0.081683711,14,0.801311369,4,0.96765718,2,2,2,99999,6,6,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,75,8,99999,99999,1,23,3,99999,30,4,99999,7,3,6,99999,10,5,7,99999,1,99999,60,99999,0,0,0,25,0,105,0,0,0,0,90,90,10,0.83,0,0,10,0.83,99999,99999,0,99999," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,7,8,8,9,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,10,"160803_1122",1,"P","subjects",1,31,1,13.96,13.96,1,0.330749171,10,0.682779952,4,0.651221692,7,7,2,99999,7,NA,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,10,99999,99999,1,24,1,99999,60,10,99999,2,7,6,99999,9,4,0,99999,5,99999,50,99999,1,1,4,25,50,121,0,0,0,0,120,120,30,2.49,NA,NA,30,2.49,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,3,4,4,5,5,6,7,8,8,9,9,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,5,3,"160803_1241",2,"P","subjects",1,16,1,12.715,12.715,1,0.901951991,3,0.772473309,4,0.983164442,1,1,2,99999,10,NA,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,85,9,99999,99999,1,24,1,99999,50,9,99999,6,3,8,99999,8,2,4,99999,2,99999,350,99999,0,0,0,5,0,105,0,0,0,0,70,105,30,2.49,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,7,9,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,6,13,"160804_1250",3,"P","subjects",1,22,1,15.62,15.62,1,0.096325734,13,0.879231259,4,0.933822533,1,1,2,99999,1,NA,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,95,1,99999,99999,0,26,2,99999,60,10,99999,9,6,3,99999,10,8,6,99999,4,99999,0,99999,0,1,1,40,0,140,0,0,0,0,90,140,10,0.83,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,4,"160803_0949",1,"S","subjects",1,25,1,16.45,16.45,1,0.750191644,4,0.809211658,5,0.310394787,11,11,2,99999,12,12,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,3,99999,99999,1,24,3,99999,55,7,99999,2,2,4,99999,10,0,0,99999,4,99999,0,99999,1,0,0,20,50,105,0,0,0,0,150,150,0,0,0,0,0,0,99999,99999,0,99999,NA,NA,NA," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,9,7,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2,8,"160804_0951",2,"S","subjects",1,21,1,14.126,14.126,1,0.567809482,8,0.741501029,5,0.352086081,11,11,2,99999,1,1,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,1,28,3,99999,50,9,99999,5,5,5,99999,5,5,5,99999,5,99999,200,99999,0,1,10,40,0,122,0,0,0,0,90,122,10,0.83,250,20.75,250,20.75,99999,99999,0,99999," 1"," 1",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,7,9,7,9,9,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3,4,"160804_1119",3,"S","subjects",1,24,1,15.62,15.62,1,0.335205992,4,0.703444669,5,0.146827292,14,14,2,99999,3,3,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,10,99999,99999,0,19,1,99999,50,4,99999,7,9,8,99999,10,5,2,99999,0,99999,0,99999,1,1,6,50,40,142,0,0,0,0,140,140,0,0,150,12.45,0,0,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,14,"160803_1122",1,"P","subjects",1,28,1,10.64,10.64,1,0.125757675,14,0.673923479,5,0.595141691,8,8,2,99999,8,NA,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,45,8,99999,99999,1,24,3,99999,40,7,99999,8,0,6,99999,10,0,3,99999,2,99999,0,99999,0,0,0,5,0,105,0,0,0,0,80,80,20,1.66,NA,NA,20,1.66,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,3,6,7,7,7,8,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,1,"160803_1241",2,"P","subjects",1,30,1,12.715,12.715,1,0.994606712,1,0.711804341,5,0.400586633,10,10,2,99999,3,NA,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,60,5,99999,99999,0,25,3,99999,45,8,99999,5,1,7,99999,9,1,0,99999,5,99999,0,99999,1,0,0,5,50,105,0,0,0,0,120,105,30,2.49,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,2,2,3,3,4,5,5,6,7,8,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,6,12,"160804_1250",3,"P","subjects",1,28,1,14.541,14.541,1,0.237748577,12,0.856772175,5,0.60943352,7,7,2,99999,1,NA,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,35,7,99999,99999,1,23,3,99999,35,7,99999,7,2,9,99999,9,9,6,99999,6,99999,300,99999,1,1,6,35,40,127,0,0,0,0,110,127,30,2.49,NA,NA,-1,-1,99999,99999,0,99999,NA," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,4,5,6,6,7,6,7,8,9,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,16,"160803_0949",1,"S","subjects",1,27,1,13.96,13.96,1,0.036311902,16,0.783339634,6,0.734491498,2,2,2,99999,1,1,99999,99999,80,20,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,60,10,99999,99999,0,22,2,99999,60,10,99999,7,4,6,99999,9,3,4,99999,3,99999,100,99999,1,1,7,1,40,91,0,0,0,0,120,120,20,1.66,175,14.525,20,1.66,99999,99999,0,99999,"1","1","1","1","1","1","1","1","1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,8,8,8,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,7,"160804_0951",2,"S","subjects",1,31,1,15.62,15.62,1,0.601079618,7,0.698890198,6,0.076341844,16,16,2,99999,8,8,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,40,7,99999,99999,1,30,2,99999,40,7,99999,8,1,2,99999,10,1,10,99999,1,99999,50,99999,1,1,9,55,40,140,0,0,0,0,140,140,0,0,225,18.675,225,18.675,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,5,6,7,8,8,9,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,3,"160804_1119",3,"S","subjects",1,19,1,13.13,13.13,1,0.653520936,3,0.570489369,6,0.415497861,7,7,2,99999,2,2,99999,99999,60,40,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,1,99999,99999,1,24,3,99999,40,7,99999,8,5,6,99999,9,5,3,99999,6,99999,10,99999,1,1,1,20,50,120,0,0,0,0,110,110,40,3.32,25,2.075,40,3.32,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,3,"160803_1122",1,"P","subjects",1,21,1,15.62,15.62,1,0.72116907,3,0.624246382,6,0.776838915,4,4,2,99999,10,NA,99999,99999,100,0,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,40,7,99999,99999,1,27,3,99999,60,10,99999,5,5,7,99999,10,1,1,99999,4,99999,50,99999,1,0,0,20,40,105,0,0,0,0,140,140,0,0,NA,NA,0,0,99999,99999,0,99999,NA,NA,NA," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,5,6,7,8,9,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,2,"160803_1241",2,"P","subjects",1,17,1,14.956,14.956,1,0.91768635,2,0.575892846,6,0.533260517,8,8,2,99999,1,NA,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,20,4,99999,99999,1,20,1,99999,40,7,99999,6,8,6,99999,10,6,2,99999,3,99999,200,99999,1,1,6,40,30,132,0,0,0,0,80,132,50,4.15,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,2,2,3,3,4,4,6,6,7,8,8,9,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,1,"160804_1250",3,"P","subjects",1,20,1,16.118,16.118,1,0.877225596,1,0.851133352,6,0.56776561,8,8,2,99999,6,NA,99999,99999,60,40,99999,99999,260027,99999,99999,150,10,1,0,NA,NA,99999,99999,0,0,0,99999,99999,75,6,99999,99999,1,21,3,99999,65,10,99999,6,6,7,99999,10,5,2,99999,2,99999,300,99999,1,1,4,50,50,146,0,0,0,0,110,146,40,3.32,NA,NA,-1,-1,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,5,5,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,14,"160803_0949",1,"S","subjects",1,30,1,12.3,12.3,1,0.25554857,14,0.764430826,7,0.918833382,1,1,2,99999,7,7,99999,99999,50,50,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,95,9,99999,99999,1,19,2,99999,55,9,99999,8,2,9,99999,9,1,3,99999,2,99999,300,99999,1,1,6,40,50,132,0,0,0,0,100,100,50,4.15,150,12.45,50,4.15,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,3,4,5,5,5,5,6,6,6,6,7,7,8,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2,5,"160804_0951",2,"S","subjects",1,25,1,13.96,13.96,1,0.781578402,5,0.58358824,7,0.147604594,14,14,2,99999,1,1,99999,99999,70,30,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,40,10,99999,99999,1,23,3,99999,40,7,99999,10,2,2,99999,10,0,7,99999,5,99999,600,99999,0,1,9,35,0,120,0,0,0,0,70,120,30,2.49,225,18.675,225,18.675,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,5,6,7,8,9,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,15,"160804_1119",3,"S","subjects",1,30,1,12.3,12.3,1,0.072026421,15,0.507467487,7,0.774959123,4,4,2,99999,7,7,99999,99999,90,10,99999,99999,260027,99999,99999,150,10,1,10,25,0,99999,99999,0,0,0,99999,99999,30,6,99999,99999,0,25,3,99999,30,6,99999,4,0,7,99999,10,4,3,99999,1,99999,25,99999,1,1,7,60,10,150,0,0,0,0,100,100,10,0.83,175,14.525,10,0.83,99999,99999,0,99999," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1",NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,5,6,7,7,7,7,7,7,7,7,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
